time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-10T21:37:14.530Z,37.6486667,-118.9051667,2.18,0.25,md,8,104,0.006214,0.02,nc,nc73406581,2020-06-10T22:38:04.131Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.68,1.45,0.16,7,reviewed,nc,nc
2020-06-10T21:36:50.418Z,38.1374,-118.0932,3.1,1.3,ml,16,199.8,0.04,0.1209,nn,nn00746692,2020-06-11T02:16:37.760Z,"28 km S of Mina, Nevada",earthquake,,1.3,0.35,3,reviewed,nn,nn
2020-06-10T21:32:04.210Z,39.4063333,-110.2985,-3.14,1.6,md,6,201,0.02719,0.08,uu,uu60395177,2020-06-11T14:13:35.570Z,"17 km SSE of Sunnyside, Utah",earthquake,0.49,1.09,0.353,6,reviewed,uu,uu
2020-06-10T21:29:46.960Z,38.8118324,-122.8233337,2.16,0.56,md,10,125,0.005442,0.02,nc,nc73406576,2020-06-10T21:53:02.702Z,"7km WNW of The Geysers, CA",earthquake,0.52,0.77,,1,automatic,nc,nc
2020-06-10T21:24:26.470Z,35.7016667,-117.4456667,1.84,0.43,ml,6,180,0.1157,0.12,ci,ci39473496,2020-06-10T22:26:59.388Z,"8km SSW of Searles Valley, CA",earthquake,0.68,0.39,0.016,2,reviewed,ci,ci
2020-06-10T21:18:26.230Z,37.6468333,-118.911,2,0.21,md,10,77,0.009039,0.07,nc,nc73406571,2020-06-10T22:17:10.857Z,"6km E of Mammoth Lakes, CA",earthquake,0.7,0.84,0.212,8,reviewed,nc,nc
2020-06-10T21:16:44.770Z,37.6421667,-118.9045,2.61,1.54,md,20,66,0.006478,0.07,nc,nc73406561,2020-06-11T00:02:03.519Z,"7km E of Mammoth Lakes, CA",earthquake,0.32,0.44,0.204,19,reviewed,nc,nc
2020-06-10T21:16:04.750Z,38.1535,-118.0263,4.4,1.6,ml,15,84.71,0.026,0.03,nn,nn00746685,2020-06-10T21:33:19.069Z,"27 km SSE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-06-10T21:15:59.670Z,38.8106651,-122.8243332,1.96,0.56,md,7,77,0.004189,0.01,nc,nc73406556,2020-06-10T21:32:03.587Z,"7km WNW of The Geysers, CA",earthquake,0.46,1.46,,1,automatic,nc,nc
2020-06-10T21:15:43.390Z,37.646,-118.9018333,1.75,0.04,md,8,117,0.004279,0.03,nc,nc73406566,2020-06-10T22:28:05.927Z,"7km E of Mammoth Lakes, CA",earthquake,0.38,0.56,0.193,7,reviewed,nc,nc
2020-06-10T21:14:40.953Z,-15.3134,-13.1602,10,5.4,mww,,48,7.172,0.96,us,us6000a9k1,2020-06-10T23:16:38.497Z,"801 km W of Jamestown, Saint Helena",earthquake,10.7,1.8,0.098,10,reviewed,us,us
2020-06-10T21:10:03.840Z,35.517,-117.4888333,6.35,0.76,ml,16,110,0.07267,0.2,ci,ci39473472,2020-06-10T22:07:11.040Z,"20km SE of Ridgecrest, CA",earthquake,0.3,0.78,0.13,7,reviewed,ci,ci
2020-06-10T21:07:48.010Z,38.9811668,-123.1204987,5.83,1.9,md,15,88,0.0395,0.07,nc,nc73406551,2020-06-10T22:56:05.110Z,"17km SSE of Talmage, CA",earthquake,0.31,0.68,0.12,10,automatic,nc,nc
2020-06-10T21:03:04.830Z,38.1765,-117.8558,10.2,1,ml,14,72.63,0.014,0.09,nn,nn00746681,2020-06-10T21:17:37.292Z,"32 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-10T21:01:09.950Z,36.1158333,-117.8666667,3.34,0.89,ml,11,223,0.009717,0.09,ci,ci39473456,2020-06-10T22:03:38.571Z,"11km NE of Coso Junction, CA",earthquake,0.46,0.23,0.003,1,reviewed,ci,ci
2020-06-10T20:59:54.600Z,34.0523333,-116.9558333,16.42,1.31,ml,37,62,0.01329,0.18,ci,ci39473440,2020-06-11T13:46:01.510Z,"8km ENE of Yucaipa, CA",earthquake,0.24,0.52,0.281,26,reviewed,ci,ci
2020-06-10T20:59:16.020Z,38.1633,-117.8545,8,0.7,ml,12,112.06,0.016,0.02,nn,nn00746680,2020-06-10T21:04:03.280Z,"33 km SE of Mina, Nevada",earthquake,,2.5,,,automatic,nn,nn
2020-06-10T20:58:06.340Z,37.8958,-118.2067,2.3,0.9,ml,8,257.49,0.188,0.14,nn,nn00746679,2020-06-10T21:03:54.778Z,"25 km ENE of Benton, California",earthquake,,7.1,,,automatic,nn,nn
2020-06-10T20:55:10.112Z,44.2525,-114.9058,10,2.5,ml,,66,0.776,0.37,us,us6000a9k2,2020-06-11T04:57:39.107Z,"4 km NE of Stanley, Idaho",earthquake,1.8,2,0.064,32,reviewed,us,us
2020-06-10T20:50:26.673Z,-6.3697,131.5701,74.87,4.6,mb,,131,1.624,0.55,us,us6000a9ji,2020-06-10T21:22:15.040Z,"154 km WSW of Tual, Indonesia",earthquake,9.6,9.4,0.103,28,reviewed,us,us
2020-06-10T20:38:25.780Z,39.4091667,-110.2998333,-2.07,1.37,ml,12,184,0.02461,0.08,uu,uu60395172,2020-06-11T13:25:09.620Z,"17 km SSE of Sunnyside, Utah",earthquake,0.49,0.53,0.088,3,reviewed,uu,uu
2020-06-10T20:37:17.818Z,38.1844,-117.751,10,2.3,ml,27,49.53,0.043,0.1394,nn,nn00746675,2020-06-11T02:16:36.243Z,"38 km SE of Mina, Nevada",earthquake,,0.7,0.27,9,reviewed,nn,nn
2020-06-10T20:23:11.160Z,58.1825,-155.3542,3.4,0,ml,,,,0.31,ak,ak0207g93tul,2020-06-10T23:19:59.862Z,"86 km NW of Karluk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-10T20:21:53.477Z,60.1563,-139.4855,0,1.6,ml,,,,0.76,ak,ak0207g93i94,2020-06-10T20:26:36.035Z,"69 km NNE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-10T20:21:01.210Z,35.6026667,-117.441,5.3,0.13,ml,5,171,0.02364,0.15,ci,ci37447109,2020-06-10T21:45:43.485Z,"19km S of Searles Valley, CA",earthquake,0.54,0.56,0.025,3,reviewed,ci,ci
2020-06-10T20:20:42.570Z,35.9445,-117.6708333,5.34,0.48,ml,12,56,0.05678,0.09,ci,ci39473400,2020-06-10T21:54:18.417Z,"21km E of Little Lake, CA",earthquake,0.19,0.64,0.062,5,reviewed,ci,ci
2020-06-10T20:15:39.920Z,37.9772,-117.5733,24.2,0.8,ml,12,107.07,0.015,0.22,nn,nn00746673,2020-06-10T20:36:16.272Z,"25 km NNE of Silver Peak, Nevada",earthquake,,6.7,,,automatic,nn,nn
2020-06-10T20:14:04.430Z,38.1472,-117.9597,8.5,0.8,ml,11,101.16,0.021,0.03,nn,nn00746672,2020-06-10T20:17:35.630Z,"29 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-10T20:13:02.620Z,38.8078346,-122.8184967,3.02,1.12,md,10,113,0.008409,0.02,nc,nc73406536,2020-06-10T22:12:03.825Z,"6km WNW of The Geysers, CA",earthquake,0.6,0.86,,1,automatic,nc,nc
2020-06-10T20:12:42.680Z,38.1778,-117.8455,7,1,ml,15,70.87,0.015,0.1,nn,nn00746669,2020-06-10T20:15:57.404Z,"32 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-10T20:12:15.270Z,39.4088333,-110.2995,-2.08,1.64,md,4,201,0.02501,0.03,uu,uu60395162,2020-06-11T14:08:25.150Z,"17 km SSE of Sunnyside, Utah",earthquake,0.83,1.02,0.49,4,reviewed,uu,uu
2020-06-10T20:11:56.510Z,38.8028336,-122.7803345,2.06,0.55,md,8,117,0.01041,0.01,nc,nc73406531,2020-06-10T20:26:03.166Z,"4km NW of The Geysers, CA",earthquake,0.53,1.09,,1,automatic,nc,nc
2020-06-10T20:09:53.090Z,35.958,-117.4648333,3.93,0.82,ml,12,174,0.1017,0.16,ci,ci39473368,2020-06-11T13:46:19.236Z,"22km NNW of Searles Valley, CA",earthquake,0.58,0.86,0.217,5,reviewed,ci,ci
2020-06-10T20:08:48.260Z,38.1545,-117.8322,5.1,1.1,ml,12,124.14,0.049,0.02,nn,nn00746666,2020-06-10T20:13:58.336Z,"35 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-10T20:01:00.182Z,-0.6893,122.4411,17.4,4.9,mb,,50,0.481,0.67,us,us6000a9ic,2020-06-10T20:23:21.040Z,"48 km NW of Luwuk, Indonesia",earthquake,5.2,5.1,0.081,49,reviewed,us,us
2020-06-10T20:00:47.520Z,35.6858333,-117.52,9.51,0.34,ml,9,138,0.1097,0.15,ci,ci39473352,2020-06-10T22:24:35.589Z,"14km SW of Searles Valley, CA",earthquake,0.57,1.52,0.025,2,reviewed,ci,ci
2020-06-10T19:59:59.090Z,37.6451667,-118.9038333,2.18,0.26,md,10,106,0.005608,0.03,nc,nc73406526,2020-06-10T21:00:18.382Z,"7km E of Mammoth Lakes, CA",earthquake,0.3,0.79,0.108,8,reviewed,nc,nc
2020-06-10T19:59:53.460Z,35.5908333,-117.4418333,9.9,0.5,ml,7,115,0.01715,0.22,ci,ci39473336,2020-06-10T22:15:45.206Z,"20km S of Searles Valley, CA",earthquake,1.51,0.77,0.076,4,reviewed,ci,ci
2020-06-10T19:59:52.160Z,59.4703,-155.6311,11.4,1.4,ml,,,,0.3,ak,ak0207g8q7rk,2020-06-10T20:03:00.192Z,"21 km NE of Igiugig, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-10T19:58:49.927Z,-15.8354,-13.0543,10,6,mww,,37,7.033,1.57,us,us6000a9ik,2020-06-10T22:01:00.200Z,"785 km W of Jamestown, Saint Helena",earthquake,9.9,1.8,0.061,26,reviewed,us,us
2020-06-10T19:56:47.110Z,38.1206667,-122.1796667,-0.13,1.2,md,8,94,0.02411,0.13,nc,nc73406521,2020-06-11T07:44:09.164Z,"5km E of Vallejo, CA",quarry blast,0.35,31.61,0.392,7,reviewed,nc,nc
2020-06-10T19:53:58.215Z,69.4183,-144.0503,0.1,2.1,ml,,,,1.03,ak,ak0207g8oxy9,2020-06-10T19:59:18.615Z,"81 km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-06-10T19:44:27.880Z,38.1546667,-112.2068333,1.84,1.01,md,10,168,0.1144,0.25,uu,uu60395152,2020-06-10T22:11:10.300Z,"5 km ESE of Circleville, Utah",earthquake,1.5,31.61,0.351,6,reviewed,uu,uu
2020-06-10T19:43:34.980Z,38.1315,-118.011,9.2,0.4,ml,8,136.76,0.03,0.02,nn,nn00746658,2020-06-10T19:58:15.456Z,"29 km SSE of Mina, Nevada",earthquake,,5.6,,,automatic,nn,nn
2020-06-10T19:42:53.051Z,65.5078,-148.1517,14.7,2.1,ml,,,,0.48,ak,ak0207g8mkm3,2020-06-10T19:48:25.533Z,"18 km E of Livengood, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-10T19:40:27.130Z,17.8458,-66.8726,8,2.42,md,11,254,0.1295,0.14,pr,pr2020162016,2020-06-10T19:52:08.882Z,"14 km SSE of Guánica, Puerto Rico",earthquake,0.58,1.7,0.12,3,reviewed,pr,pr
2020-06-10T19:33:53.550Z,35.1566658,-120.9031677,6.12,2.73,md,14,201,0.3239,0.1,nc,nc73406511,2020-06-10T21:44:02.652Z,"16km W of Avila Beach, CA",earthquake,0.86,2.23,0.29,9,automatic,nc,nc
2020-06-10T19:29:06.650Z,35.6208333,-117.4401667,9.29,1.2,ml,31,68,0.03868,0.2,ci,ci39473272,2020-06-10T22:20:34.317Z,"17km SSW of Searles Valley, CA",earthquake,0.24,0.54,0.156,19,reviewed,ci,ci
2020-06-10T19:27:58.370Z,32.5913333,-117.1878333,15.2,0.97,ml,14,237,0.0882,0.21,ci,ci39473256,2020-06-10T19:46:04.420Z,"7km W of Imperial Beach, CA",earthquake,1.26,0.91,0.049,2,reviewed,ci,ci
2020-06-10T19:22:52.270Z,38.1415,-117.9798,12.8,1,ml,15,84.84,0.027,0.05,nn,nn00746653,2020-06-10T19:36:38.310Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-10T19:19:48.440Z,38.1995,-117.7513,9.4,1.4,ml,9,152.13,0.444,0.15,nn,nn00746652,2020-06-10T19:23:56.800Z,"37 km SE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-06-10T19:16:19.090Z,35.5765,-117.5158333,12.33,0.44,ml,9,137,0.04484,0.13,ci,ci39473240,2020-06-11T01:23:19.451Z,"15km ESE of Ridgecrest, CA",earthquake,0.4,0.58,0.047,1,reviewed,ci,ci
2020-06-10T19:06:49.810Z,35.0631667,-118.3328333,-0.98,0.98,ml,19,59,0.07275,0.12,ci,ci39473232,2020-06-10T19:54:45.477Z,"13km SE of Tehachapi, CA",quarry blast,0.31,31.61,0.09,8,reviewed,ci,ci
2020-06-10T19:02:13.660Z,37.8641663,-122.2464981,9.23,0.6,md,10,111,0.01105,0.04,nc,nc73406501,2020-06-10T19:29:04.799Z,"3km ESE of Berkeley, CA",earthquake,0.72,0.96,0.05,4,automatic,nc,nc
2020-06-10T18:58:32.450Z,34.996,-118.182,-0.91,1.19,ml,14,109,0.123,0.15,ci,ci39473224,2020-06-10T19:51:51.734Z,"6km S of Mojave, CA",quarry blast,0.43,31.61,0.133,11,reviewed,ci,ci
2020-06-10T18:56:16.070Z,18.0151,-66.7843,16,2.27,md,8,167,0.103,0.15,pr,pr2020162015,2020-06-10T19:16:47.770Z,"0 km ESE of Guayanilla, Puerto Rico",earthquake,0.63,1.26,0.2,6,reviewed,pr,pr
2020-06-10T18:56:00.250Z,33.4853333,-116.798,4,0.59,ml,24,41,0.02704,0.13,ci,ci39473216,2020-06-10T22:38:45.449Z,"8km NE of Aguanga, CA",earthquake,0.17,0.36,0.122,16,reviewed,ci,ci
2020-06-10T18:50:55.850Z,38.1458,-117.6625,0,1.2,ml,9,140.36,0.072,0.35,nn,nn00746650,2020-06-10T19:11:16.287Z,"38 km WNW of Tonopah, Nevada",earthquake,,11.1,,,automatic,nn,nn
2020-06-10T18:42:10.110Z,17.9353,-66.8936,11,2.84,md,22,197,0.0423,0.15,pr,pr2020162014,2020-06-10T19:59:26.040Z,"4 km SSE of Guánica, Puerto Rico",earthquake,0.62,0.44,0.22,11,reviewed,pr,pr
2020-06-10T18:39:00.510Z,38.1947,-117.7343,4.6,1.2,ml,11,121.92,0.122,0.19,nn,nn00746649,2020-06-10T18:46:16.493Z,"39 km ESE of Mina, Nevada",earthquake,,14.1,,,automatic,nn,nn
2020-06-10T18:33:24.219Z,36.4735,-98.74566667,9,1.06,ml,22,71,0.005398940544,0.09,ok,ok2020ljos,2020-06-11T14:53:02.249Z,"17 km SE of Waynoka, Oklahoma",earthquake,,0.3,0.22,6,reviewed,ok,ok
2020-06-10T18:27:56.944Z,60.9048,-152.269,22.5,0.8,ml,,,,0.32,ak,ak0207g7xxm6,2020-06-10T18:30:26.597Z,"58 km WNW of Nikiski, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-10T18:26:49.520Z,38.2042,-117.8347,8.4,1,ml,12,88.14,0.053,0.24,nn,nn00746648,2020-06-10T18:40:46.073Z,"31 km SE of Mina, Nevada",earthquake,,2.5,,,automatic,nn,nn
2020-06-10T18:19:55.940Z,40.4416656,-123.4481659,25.84,2.39,md,18,64,0.1023,0.15,nc,nc73406476,2020-06-10T20:23:03.517Z,"26km WSW of Hayfork, CA",earthquake,0.53,1.46,0.17,13,automatic,nc,nc
2020-06-10T18:18:04.040Z,38.7931671,-122.80867,3.53,0.55,md,9,134,0.006521,0.01,nc,nc73406471,2020-06-10T18:48:02.816Z,"5km WNW of The Geysers, CA",earthquake,0.63,1.39,,1,automatic,nc,nc
2020-06-10T18:17:10.010Z,38.2008,-117.7527,3.4,0.9,ml,9,108.16,0.052,0.24,nn,nn00746641,2020-06-10T18:22:35.344Z,"37 km SE of Mina, Nevada",earthquake,,10.6,,,automatic,nn,nn
2020-06-10T18:15:09.060Z,38.8136673,-122.8219986,1.93,0.56,md,7,217,0.007377,0.02,nc,nc73406466,2020-06-10T18:42:01.479Z,"7km NW of The Geysers, CA",earthquake,0.85,0.78,,1,automatic,nc,nc
2020-06-10T18:10:17.010Z,33.9106667,-116.6993333,14.15,0.61,ml,21,81,0.1121,0.09,ci,ci39473208,2020-06-10T22:33:48.428Z,"8km E of Cabazon, CA",earthquake,0.18,0.52,0.176,14,reviewed,ci,ci
2020-06-10T18:07:57.320Z,37.536,-112.3195,12.97,0.87,md,8,117,0.09219,0.15,uu,uu60395147,2020-06-10T21:19:19.410Z,"16 km SE of Hatch, Utah",earthquake,1.13,1.54,0.18,6,reviewed,uu,uu
2020-06-10T18:07:01.980Z,39.7410011,-123.1228333,25.78,2.12,md,5,208,0.1611,0.05,nc,nc73406461,2020-06-10T20:08:02.046Z,"12km ESE of Covelo, CA",earthquake,1.64,2.37,0.18,6,automatic,nc,nc
2020-06-10T18:04:42.900Z,37.7522,-118.0687,10.6,1.2,ml,8,213.83,0.415,0.24,nn,nn00746640,2020-06-10T18:19:34.563Z,"9 km N of Dyer, Nevada",earthquake,,18.8,,,automatic,nn,nn
2020-06-10T18:03:10.980Z,37.6405,-118.9313333,4.66,-0.14,md,7,121,0.02486,0.01,nc,nc73406456,2020-06-10T20:12:28.246Z,"4km E of Mammoth Lakes, CA",earthquake,0.75,1.68,0.124,6,reviewed,nc,nc
2020-06-10T18:02:56.990Z,33.3856667,-116.3683333,8.44,0.75,ml,13,114,0.05436,0.17,ci,ci39473200,2020-06-11T13:46:34.770Z,"14km N of Borrego Springs, CA",earthquake,0.41,0.87,0.128,11,reviewed,ci,ci
2020-06-10T18:02:41.470Z,33.3848333,-116.3716667,11.21,0.74,ml,16,97,0.05656,0.28,ci,ci39473192,2020-06-10T18:06:39.529Z,"14km N of Borrego Springs, CA",earthquake,0.63,1.17,0.162,13,automatic,ci,ci
2020-06-10T17:52:19.866Z,61.3644,-151.1334,66,1.4,ml,,,,0.61,ak,ak0207g7hs1v,2020-06-10T17:57:59.336Z,"25 km N of Beluga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-10T17:50:45.189Z,60.7441,-151.5123,58.9,0.9,ml,,,,0.57,ak,ak0207g7hek7,2020-06-10T18:00:10.297Z,"13 km WNW of Nikiski, Alaska",earthquake,,1,,,automatic,ak,ak
2020-06-10T17:49:53.620Z,39.4083333,-110.2855,-3.47,1.98,ml,16,204,0.03448,0.13,uu,uu60395142,2020-06-10T21:17:13.650Z,"18 km SSE of Sunnyside, Utah",earthquake,0.7,1.46,0.14,6,reviewed,uu,uu
2020-06-10T17:48:40.279Z,61.8344,-150.1406,41.6,1.3,ml,,,,0.85,ak,ak0207g7gyqa,2020-06-10T17:52:56.937Z,"11 km NNW of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-06-10T17:46:13.650Z,38.1312,-117.9768,9.2,0.6,ml,10,129.42,0.014,0,nn,nn00746637,2020-06-10T17:49:35.950Z,"31 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-10T17:35:34.750Z,38.1725,-117.7232,12.9,1.2,ml,11,182.28,0.054,0.03,nn,nn00746634,2020-06-10T17:41:55.431Z,"41 km SE of Mina, Nevada",earthquake,,3.4,,,automatic,nn,nn
2020-06-10T17:30:13.479Z,59.9169,-152.4723,82.9,3.2,ml,,,,0.57,ak,ak0207g7d1qa,2020-06-10T19:48:34.040Z,"39 km WNW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-10T17:28:39.090Z,35.9476667,-117.6756667,5.07,0.79,ml,17,51,0.02052,0.18,ci,ci39473184,2020-06-10T23:55:55.042Z,"21km E of Little Lake, CA",earthquake,0.26,0.58,0.144,14,reviewed,ci,ci
2020-06-10T17:23:38.687Z,63.0414,-151.5529,0,1.2,ml,,,,0.72,ak,ak0207g7blqk,2020-06-10T17:26:25.842Z,"56 km S of Denali National Park, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-06-10T17:23:13.480Z,38.810833,-122.8291702,1.42,0.32,md,13,61,0.001962,0.02,nc,nc73406421,2020-06-10T18:04:04.236Z,"7km WNW of The Geysers, CA",earthquake,0.3,0.46,0.24,2,automatic,nc,nc
2020-06-10T17:21:55.130Z,38.1305,-118.0237,0,1,ml,10,109.93,0.036,0.14,nn,nn00746629,2020-06-10T17:37:17.637Z,"29 km SSE of Mina, Nevada",earthquake,,6.1,,,automatic,nn,nn
2020-06-10T17:19:53.490Z,37.9252,-116.1078,16,1.7,ml,10,343.94,1.336,0.17,nn,nn00746628,2020-06-10T17:24:12.201Z,"44 km NW of Rachel, Nevada",earthquake,,12.5,,,automatic,nn,nn
2020-06-10T17:16:21.430Z,38.1665,-117.9832,5.2,1,ml,8,148.33,0.226,0.04,nn,nn00746627,2020-06-10T17:20:53.646Z,"27 km SSE of Mina, Nevada",earthquake,,8.9,,,automatic,nn,nn
2020-06-10T17:09:26.389Z,38.1782,-117.7786,4.2,2.1,ml,7,124.18,0.056,0.1544,nn,nn00746639,2020-06-11T02:16:33.609Z,"37 km SE of Mina, Nevada",earthquake,,4.7,0.19,3,reviewed,nn,nn
2020-06-10T17:09:19.400Z,38.185,-117.7741,6.4,2.3,ml,27,67.45,0.048,0.1266,nn,nn00746623,2020-06-11T02:16:32.186Z,"37 km SE of Mina, Nevada",earthquake,,0.8,0.33,9,reviewed,nn,nn
2020-06-10T17:06:41.067Z,64.7572,-149.1298,4.9,1.3,ml,,,,0.66,ak,ak0207g77yic,2020-06-10T17:11:42.558Z,"17 km N of Four Mile Road, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-06-10T17:03:54.910Z,38.1908,-117.7418,8.1,1.2,ml,10,212.38,0.081,0.02,nn,nn00746620,2020-06-10T17:10:15.254Z,"39 km SE of Mina, Nevada",earthquake,,4.6,,,automatic,nn,nn
2020-06-10T16:55:31.220Z,39.4016667,-110.2813333,-3.4,1.32,md,6,208,0.04064,0.2,uu,uu60395127,2020-06-10T21:13:35.420Z,"18 km SSE of Sunnyside, Utah",earthquake,3.51,5.57,0.287,5,reviewed,uu,uu
2020-06-10T16:54:24.880Z,44.734,-111.1271667,8.59,0.01,md,8,91,0.05198,0.1,uu,uu60395122,2020-06-10T21:04:49.740Z,"6 km SE of Hebgen Lake Estates, Montana",earthquake,0.54,1.6,0.262,4,reviewed,uu,uu
2020-06-10T16:51:57.137Z,59.4051,-152.383,0,0.9,ml,,,,0.56,ak,ak0207g6w7kv,2020-06-10T16:54:18.372Z,"26 km WNW of Nanwalek, Alaska",earthquake,,1,,,automatic,ak,ak
2020-06-10T16:48:56.165Z,38.1377,-118.0704,2.3,2.5,ml,28,58.94,0.027,0.1631,nn,nn00746615,2020-06-11T02:16:29.345Z,"28 km S of Mina, Nevada",earthquake,,0.8,0.36,10,reviewed,nn,nn
2020-06-10T16:48:00.870Z,38.1538,-117.9815,12.4,1.1,ml,10,136.54,0.025,0.12,nn,nn00746614,2020-06-10T16:51:17.185Z,"28 km SSE of Mina, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-06-10T16:45:02.590Z,38.8069992,-122.8195038,0.75,0.55,md,12,77,0.007785,0.02,nc,nc73406376,2020-06-10T17:03:04.832Z,"6km WNW of The Geysers, CA",earthquake,0.24,0.73,,1,automatic,nc,nc
2020-06-10T16:44:35.910Z,38.8096657,-122.819664,2.05,2.42,md,47,37,0.007476,0.06,nc,nc73406381,2020-06-10T18:37:02.449Z,"7km WNW of The Geysers, CA",earthquake,0.17,0.23,0.22,24,automatic,nc,nc
2020-06-10T16:43:46.310Z,35.7146667,-117.5595,6.45,2.01,ml,28,58,0.1055,0.13,ci,ci39473176,2020-06-10T19:35:02.590Z,"15km NE of Ridgecrest, CA",earthquake,0.17,0.61,0.171,26,reviewed,ci,ci
2020-06-10T16:43:19.384Z,38.207,-117.7543,2.6,2.2,ml,26,47.93,0.022,0.1331,nn,nn00746610,2020-06-11T02:16:25.680Z,"37 km ESE of Mina, Nevada",earthquake,,0.7,0.43,8,reviewed,nn,nn
2020-06-10T16:41:21.770Z,35.6331667,-117.3995,11.09,1.46,ml,22,145,0.1117,0.16,ci,ci39473168,2020-06-10T18:48:12.234Z,"15km S of Trona, CA",earthquake,0.31,0.59,0.212,14,reviewed,ci,ci
2020-06-10T16:37:54.790Z,38.2075,-117.787,4.6,1.1,ml,10,156.19,0.073,0.11,nn,nn00746609,2020-06-10T16:43:55.753Z,"34 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-10T16:31:27.470Z,36.1316667,-117.9811667,1.57,1.3,ml,12,147,0.1032,0.17,ci,ci39473160,2020-06-11T13:46:51.669Z,"10km NNW of Coso Junction, CA",earthquake,0.44,0.59,0.243,17,reviewed,ci,ci
2020-06-10T16:25:00.310Z,38.2298,-117.8008,8.3,0.4,ml,9,150.42,0.04,0.02,nn,nn00746606,2020-06-10T16:30:36.974Z,"32 km ESE of Mina, Nevada",earthquake,,7.2,,,automatic,nn,nn
2020-06-10T16:16:38.080Z,19.2058333,-155.5058333,35.14,2.77,ml,57,63,0.04281,0.11,hv,hv71550332,2020-06-10T23:14:32.262Z,"2 km W of P?hala, Hawaii",earthquake,0.44,0.57,0.186,32,reviewed,hv,hv
2020-06-10T16:12:29.980Z,44.7573333,-111.1176667,12.01,-0.37,md,6,154,0.03964,0.09,uu,uu60395117,2020-06-10T20:27:20.370Z,"5 km ESE of Hebgen Lake Estates, Montana",earthquake,0.7,1.88,0.142,3,reviewed,uu,uu
2020-06-10T16:11:09.710Z,38.1382,-118.021,1.7,0.8,ml,13,146.41,0.035,0.09,nn,nn00746604,2020-06-10T16:18:56.060Z,"29 km SSE of Mina, Nevada",earthquake,,11,,,automatic,nn,nn
2020-06-10T16:01:49.536Z,60.2766,-153.2026,150.8,1.1,ml,,,,0.78,ak,ak0207g6lhhl,2020-06-10T16:10:18.605Z,"62 km E of Port Alsworth, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-06-10T16:01:02.439Z,38.167,-117.8818,4.1,2.4,ml,25,51.46,0.01,0.0974,nn,nn00746600,2020-06-11T02:16:22.703Z,"31 km SE of Mina, Nevada",earthquake,,0.6,0.3,7,reviewed,nn,nn
2020-06-10T15:57:13.760Z,38.153,-117.9715,8.6,1.1,ml,16,94.93,0.021,0.1,nn,nn00746597,2020-06-10T16:01:37.560Z,"28 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-10T15:54:57.180Z,33.7105,-116.8195,15.83,0.32,ml,11,98,0.08369,0.06,ci,ci39473152,2020-06-10T19:58:32.495Z,"8km ESE of Valle Vista, CA",earthquake,0.33,0.45,0.024,5,reviewed,ci,ci
2020-06-10T15:40:50.380Z,33.4885,-116.7915,2.38,0.55,ml,30,36,0.02493,0.2,ci,ci39473112,2020-06-11T00:40:09.196Z,"8km NE of Aguanga, CA",earthquake,0.19,0.26,0.102,16,reviewed,ci,ci
2020-06-10T15:39:30.980Z,38.1683,-117.7442,11.2,1.6,ml,19,76.65,0.056,0.05,nn,nn00746594,2020-06-10T15:43:19.344Z,"40 km SE of Mina, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-06-10T15:36:44.520Z,38.224,-117.7288,12.4,1,ml,13,145.11,0.048,0.05,nn,nn00746590,2020-06-10T15:40:37.192Z,"38 km ESE of Mina, Nevada",earthquake,,3.6,,,automatic,nn,nn
